Temperature,Humidity,Humex,CO2,Bright,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,Score,hour
24.2,38.0,25.0,461.0,1.0,1,0,0,0,0,0,0,3.0,23
24.2,38.0,25.0,448.0,1.0,0,1,0,0,0,0,0,3.0,0
24.1,38.0,24.9,446.0,1.0,0,1,0,0,0,0,0,3.0,0
24.0,38.0,24.7,445.0,1.0,0,1,0,0,0,0,0,3.0,1
23.9,39.0,24.8,439.0,1.0,0,1,0,0,0,0,0,4.0,1
23.9,39.0,24.8,438.0,1.0,0,1,0,0,0,0,0,4.0,2
23.9,39.0,24.8,428.0,1.0,0,1,0,0,0,0,0,4.0,2
23.8,39.0,24.6,437.0,1.0,0,1,0,0,0,0,0,4.0,3
23.7,39.0,24.5,443.0,1.0,0,1,0,0,0,0,0,3.0,3
23.7,39.0,24.5,454.0,1.0,0,1,0,0,0,0,0,3.0,4
23.7,40.0,24.7,435.0,1.0,0,1,0,0,0,0,0,3.0,4
23.6,40.0,24.5,439.0,1.0,0,1,0,0,0,0,0,4.0,5
23.6,40.0,24.5,450.0,1.0,0,1,0,0,0,0,0,4.0,5
23.6,40.0,24.5,449.0,1.0,0,1,0,0,0,0,0,4.0,6
23.5,40.0,24.4,449.0,1.0,0,1,0,0,0,0,0,4.0,6
23.5,40.0,24.4,453.0,2.0,0,1,0,0,0,0,0,4.0,7
23.5,41.0,24.5,494.0,7.0,0,1,0,0,0,0,0,4.0,7
23.7,41.0,24.8,604.0,9.0,0,1,0,0,0,0,0,4.0,8
23.8,42.0,25.1,732.0,13.0,0,1,0,0,0,0,0,4.0,8
24.1,42.0,25.6,864.0,23.0,0,1,0,0,0,0,0,4.0,9
24.3,43.0,26.0,994.0,33.0,0,1,0,0,0,0,0,3.0,9
24.6,43.0,26.4,1093.0,50.0,0,1,0,0,0,0,0,2.0,10
24.8,43.0,26.7,1188.0,45.0,0,1,0,0,0,0,0,1.0,10
25.2,44.0,27.5,1301.0,45.0,0,1,0,0,0,0,0,2.0,11
25.3,43.0,27.5,1285.0,51.0,0,1,0,0,0,0,0,2.0,11
25.4,43.0,27.6,1242.0,55.0,0,1,0,0,0,0,0,3.0,12
25.4,43.0,27.6,1154.0,37.0,0,1,0,0,0,0,0,2.0,12
25.5,43.0,27.8,1210.0,35.0,0,1,0,0,0,0,0,1.0,13
25.7,43.0,28.1,1179.0,48.0,0,1,0,0,0,0,0,2.0,13
26.0,43.0,28.5,1250.0,78.0,0,1,0,0,0,0,0,2.0,14
26.1,36.0,27.3,760.0,101.0,0,1,0,0,0,0,0,3.0,14
26.6,36.0,28.0,743.0,62.0,0,1,0,0,0,0,0,3.0,15
26.5,33.0,27.3,634.0,28.0,0,1,0,0,0,0,0,3.0,15
26.5,32.0,27.1,655.0,24.0,0,1,0,0,0,0,0,2.0,16
26.4,33.0,27.2,636.0,21.0,0,1,0,0,0,0,0,3.0,16
26.3,32.0,26.8,607.0,11.0,0,1,0,0,0,0,0,2.0,17
26.1,29.0,26.0,540.0,15.0,0,1,0,0,0,0,0,2.0,17
25.9,29.0,25.7,511.0,3.0,0,1,0,0,0,0,0,3.0,18
25.7,29.0,25.5,497.0,2.0,0,1,0,0,0,0,0,3.0,18
25.5,30.0,25.4,529.0,1.0,0,1,0,0,0,0,0,3.0,19
25.4,31.0,25.4,521.0,1.0,0,1,0,0,0,0,0,3.0,19
25.2,32.0,25.3,510.0,1.0,0,1,0,0,0,0,0,3.0,20
25.1,32.0,25.2,503.0,1.0,0,1,0,0,0,0,0,3.0,20
25.0,33.0,25.2,484.0,1.0,0,1,0,0,0,0,0,3.0,21
24.9,33.0,25.1,469.0,1.0,0,1,0,0,0,0,0,3.0,21
24.8,34.0,25.2,449.0,1.0,0,1,0,0,0,0,0,3.0,22
24.7,34.0,25.0,440.0,1.0,0,1,0,0,0,0,0,4.0,22
24.6,35.0,25.1,439.0,1.0,0,1,0,0,0,0,0,3.0,23
24.6,35.0,25.1,435.0,1.0,0,1,0,0,0,0,0,4.0,23
24.6,35.0,25.1,438.0,1.0,0,0,1,0,0,0,0,2.0,0
24.5,35.0,24.9,439.0,1.0,0,0,1,0,0,0,0,4.0,0
24.5,36.0,25.1,422.0,1.0,0,0,1,0,0,0,0,3.0,1
24.4,36.0,25.0,427.0,1.0,0,0,1,0,0,0,0,3.0,1
24.4,36.0,25.0,423.0,1.0,0,0,1,0,0,0,0,4.0,2
24.3,37.0,25.0,422.0,1.0,0,0,1,0,0,0,0,3.0,2
24.3,38.0,25.2,428.0,1.0,0,0,1,0,0,0,0,3.0,3
24.2,38.0,25.0,423.0,1.0,0,0,1,0,0,0,0,3.0,3
24.2,39.0,25.2,425.0,1.0,0,0,1,0,0,0,0,3.0,4
24.1,39.0,25.0,436.0,1.0,0,0,1,0,0,0,0,4.0,4
24.1,40.0,25.2,421.0,1.0,0,0,1,0,0,0,0,3.0,5
24.1,40.0,25.2,418.0,1.0,0,0,1,0,0,0,0,3.0,5
24.1,41.0,25.4,414.0,1.0,0,0,1,0,0,0,0,3.0,6
24.0,41.0,25.2,416.0,1.0,0,0,1,0,0,0,0,3.0,6
24.0,41.0,25.2,433.0,1.0,0,0,1,0,0,0,0,3.0,7
23.9,42.0,25.3,457.0,75.0,0,0,1,0,0,0,0,4.0,7
23.5,42.0,24.7,487.0,88.0,0,0,1,0,0,0,0,4.0,8
23.4,43.0,24.7,539.0,114.0,0,0,1,0,0,0,0,4.0,8
23.9,44.0,25.6,689.0,149.0,0,0,1,0,0,0,0,4.0,9
24.5,44.0,26.5,841.0,222.0,0,0,1,0,0,0,0,3.0,9
24.9,43.0,26.9,945.0,293.0,0,0,1,0,0,0,0,2.0,10
25.1,41.0,26.8,804.0,179.0,0,0,1,0,0,0,0,3.0,10
25.3,38.0,26.6,634.0,332.0,0,0,1,0,0,0,0,3.0,11
25.3,36.0,26.2,570.0,326.0,0,0,1,0,0,0,0,3.0,11
25.4,35.0,26.2,593.0,258.0,0,0,1,0,0,0,0,3.0,12
25.5,36.0,26.5,660.0,196.0,0,0,1,0,0,0,0,2.0,12
25.7,36.0,26.8,703.0,187.0,0,0,1,0,0,0,0,3.0,13
25.7,35.0,26.6,605.0,211.0,0,0,1,0,0,0,0,3.0,13
26.0,34.0,26.8,621.0,272.0,0,0,1,0,0,0,0,3.0,14
26.4,33.0,27.2,615.0,297.0,0,0,1,0,0,0,0,4.0,15
26.5,32.0,27.1,590.0,141.0,0,0,1,0,0,0,0,2.0,15
26.4,32.0,27.0,558.0,123.0,0,0,1,0,0,0,0,2.0,16
26.2,33.0,26.9,557.0,120.0,0,0,1,0,0,0,0,3.0,16
26.2,34.0,27.1,711.0,101.0,0,0,1,0,0,0,0,2.0,17
26.3,34.0,27.2,734.0,83.0,0,0,1,0,0,0,0,3.0,17
26.2,34.0,27.1,659.0,3.0,0,0,1,0,0,0,0,3.0,18
26.0,35.0,27.0,639.0,2.0,0,0,1,0,0,0,0,3.0,18
25.9,35.0,26.8,567.0,90.0,0,0,1,0,0,0,0,3.0,19
25.9,35.0,26.8,556.0,1.0,0,0,1,0,0,0,0,3.0,19
25.7,35.0,26.6,527.0,1.0,0,0,1,0,0,0,0,3.0,20
25.4,35.0,26.2,507.0,1.0,0,0,1,0,0,0,0,3.0,20
25.3,36.0,26.2,475.0,1.0,0,0,1,0,0,0,0,3.0,21
25.2,36.0,26.1,462.0,1.0,0,0,1,0,0,0,0,3.0,21
25.1,37.0,26.1,444.0,1.0,0,0,1,0,0,0,0,3.0,22
25.1,37.0,26.1,462.0,1.0,0,0,1,0,0,0,0,2.0,22
25.0,37.0,26.0,443.0,1.0,0,0,1,0,0,0,0,3.0,23
25.0,38.0,26.1,431.0,1.0,0,0,1,0,0,0,0,2.0,23
24.9,39.0,26.2,431.0,1.0,0,0,0,1,0,0,0,2.0,0
24.9,40.0,26.3,431.0,1.0,0,0,0,1,0,0,0,3.0,0
24.8,40.0,26.2,427.0,1.0,0,0,0,1,0,0,0,3.0,1
24.8,41.0,26.4,430.0,1.0,0,0,0,1,0,0,0,3.0,1
24.8,41.0,26.4,418.0,1.0,0,0,0,1,0,0,0,3.0,2
24.8,41.0,26.4,423.0,1.0,0,0,0,1,0,0,0,4.0,2
24.7,42.0,26.4,420.0,1.0,0,0,0,1,0,0,0,4.0,3
24.7,42.0,26.4,420.0,1.0,0,0,0,1,0,0,0,3.0,3
24.6,42.0,26.3,433.0,1.0,0,0,0,1,0,0,0,3.0,4
24.6,42.0,26.3,405.0,1.0,0,0,0,1,0,0,0,3.0,4
24.6,42.0,26.3,414.0,1.0,0,0,0,1,0,0,0,3.0,5
24.5,42.0,26.1,413.0,1.0,0,0,0,1,0,0,0,3.0,5
24.5,41.0,26.0,424.0,1.0,0,0,0,1,0,0,0,3.0,6
24.4,41.0,25.8,419.0,1.0,0,0,0,1,0,0,0,4.0,6
24.4,40.0,25.6,431.0,1.0,0,0,0,1,0,0,0,3.0,7
24.4,40.0,25.6,459.0,7.0,0,0,0,1,0,0,0,4.0,7
24.7,40.0,26.1,542.0,85.0,0,0,0,1,0,0,0,3.0,8
25.0,39.0,26.3,598.0,89.0,0,0,0,1,0,0,0,3.0,8
25.2,39.0,26.6,661.0,95.0,0,0,0,1,0,0,0,3.0,9
25.4,39.0,26.9,758.0,140.0,0,0,0,1,0,0,0,3.0,9
25.8,39.0,27.5,854.0,198.0,0,0,0,1,0,0,0,4.0,10
26.0,37.0,27.4,742.0,197.0,0,0,0,1,0,0,0,3.0,10
26.1,35.0,27.1,667.0,122.0,0,0,0,1,0,0,0,3.0,11
26.2,34.0,27.1,627.0,118.0,0,0,0,1,0,0,0,2.0,11
26.2,34.0,27.1,644.0,118.0,0,0,0,1,0,0,0,3.0,12
26.3,33.0,27.0,632.0,138.0,0,0,0,1,0,0,0,4.0,12
26.2,33.0,26.9,627.0,138.0,0,0,0,1,0,0,0,3.0,13
26.2,33.0,26.9,610.0,138.0,0,0,0,1,0,0,0,3.0,13
26.3,33.0,27.0,714.0,150.0,0,0,0,1,0,0,0,3.0,14
26.5,31.0,26.9,736.0,226.0,0,0,0,1,0,0,0,2.0,14
27.0,30.0,27.4,764.0,255.0,0,0,0,1,0,0,0,2.0,15
27.1,27.0,26.9,693.0,129.0,0,0,0,1,0,0,0,2.0,15
27.0,24.0,26.2,563.0,123.0,0,0,0,1,0,0,0,2.0,16
26.9,24.0,26.1,555.0,135.0,0,0,0,1,0,0,0,2.0,16
26.9,25.0,26.3,620.0,104.0,0,0,0,1,0,0,0,2.0,17
26.9,26.0,26.5,683.0,105.0,0,0,0,1,0,0,0,2.0,17
26.9,26.0,26.5,640.0,100.0,0,0,0,1,0,0,0,1.0,18
26.8,26.0,26.3,580.0,78.0,0,0,0,1,0,0,0,2.0,18
26.4,27.0,26.0,497.0,1.0,0,0,0,1,0,0,0,3.0,19
26.2,28.0,25.9,480.0,1.0,0,0,0,1,0,0,0,2.0,19
25.8,29.0,25.6,446.0,1.0,0,0,0,1,0,0,0,3.0,20
25.4,30.0,25.2,463.0,1.0,0,0,0,1,0,0,0,3.0,20
25.4,32.0,25.6,468.0,1.0,0,0,0,1,0,0,0,2.0,21
25.0,32.0,25.1,461.0,1.0,0,0,0,1,0,0,0,2.0,21
24.9,33.0,25.1,446.0,1.0,0,0,0,1,0,0,0,3.0,22
24.7,34.0,25.0,463.0,1.0,0,0,0,1,0,0,0,3.0,22
24.6,35.0,25.1,467.0,1.0,0,0,0,1,0,0,0,2.0,23
24.4,36.0,25.0,457.0,1.0,0,0,0,1,0,0,0,3.0,23
24.3,37.0,25.0,466.0,1.0,0,0,0,0,1,0,0,4.0,0
24.2,37.0,24.8,455.0,1.0,0,0,0,0,1,0,0,2.0,0
24.1,38.0,24.9,457.0,1.0,0,0,0,0,1,0,0,4.0,1
24.0,39.0,24.9,467.0,1.0,0,0,0,0,1,0,0,3.0,1
23.9,39.0,24.8,470.0,1.0,0,0,0,0,1,0,0,4.0,2
23.9,40.0,24.9,461.0,1.0,0,0,0,0,1,0,0,4.0,2
23.8,40.0,24.8,446.0,1.0,0,0,0,0,1,0,0,4.0,3
23.8,41.0,25.0,441.0,1.0,0,0,0,0,1,0,0,4.0,3
23.7,41.0,24.8,427.0,1.0,0,0,0,0,1,0,0,3.0,4
23.8,41.0,25.0,430.0,1.0,0,0,0,0,1,0,0,5.0,4
23.7,41.0,24.8,424.0,1.0,0,0,0,0,1,0,0,4.0,5
23.6,41.0,24.7,432.0,1.0,0,0,0,0,1,0,0,4.0,5
23.6,41.0,24.7,432.0,1.0,0,0,0,0,1,0,0,5.0,6
23.5,42.0,24.7,429.0,1.0,0,0,0,0,1,0,0,3.0,6
23.6,42.0,24.8,441.0,1.0,0,0,0,0,1,0,0,4.0,7
23.7,41.0,24.8,453.0,87.0,0,0,0,0,1,0,0,5.0,7
24.1,41.0,25.4,509.0,88.0,0,0,0,0,1,0,0,3.0,8
24.4,41.0,25.8,599.0,93.0,0,0,0,0,1,0,0,3.0,8
24.6,41.0,26.1,689.0,107.0,0,0,0,0,1,0,0,3.0,9
24.9,41.0,26.5,746.0,131.0,0,0,0,0,1,0,0,3.0,9
25.2,40.0,26.8,766.0,107.0,0,0,0,0,1,0,0,3.0,10
25.3,40.0,26.9,801.0,106.0,0,0,0,0,1,0,0,3.0,10
25.5,40.0,27.2,828.0,105.0,0,0,0,0,1,0,0,4.0,11
25.7,40.0,27.5,750.0,104.0,0,0,0,0,1,0,0,4.0,11
25.7,40.0,27.5,676.0,100.0,0,0,0,0,1,0,0,2.0,12
25.8,41.0,27.8,742.0,115.0,0,0,0,0,1,0,0,3.0,12
25.9,42.0,28.2,742.0,115.0,0,0,0,0,1,0,0,3.0,13
25.9,42.0,28.2,684.0,113.0,0,0,0,0,1,0,0,2.0,13
26.0,42.0,28.3,663.0,112.0,0,0,0,0,1,0,0,3.0,14
26.0,42.0,28.3,644.0,107.0,0,0,0,0,1,0,0,3.0,14
26.2,42.0,28.6,737.0,139.0,0,0,0,0,1,0,0,3.0,15
26.2,42.0,28.6,634.0,113.0,0,0,0,0,1,0,0,4.0,15
25.9,43.0,28.4,610.0,100.0,0,0,0,0,1,0,0,4.0,16
25.9,43.0,28.4,584.0,109.0,0,0,0,0,1,0,0,3.0,16
26.1,43.0,28.6,630.0,106.0,0,0,0,0,1,0,0,3.0,17
26.1,43.0,28.6,623.0,98.0,0,0,0,0,1,0,0,3.0,17
26.0,42.0,28.3,567.0,10.0,0,0,0,0,1,0,0,3.0,18
25.8,42.0,28.0,522.0,8.0,0,0,0,0,1,0,0,3.0,18
25.7,43.0,28.1,528.0,1.0,0,0,0,0,1,0,0,3.0,19
25.6,43.0,27.9,509.0,1.0,0,0,0,0,1,0,0,3.0,19
25.4,43.0,27.6,497.0,1.0,0,0,0,0,1,0,0,3.0,20
25.4,43.0,27.6,477.0,1.0,0,0,0,0,1,0,0,2.0,20
25.2,43.0,27.3,450.0,1.0,0,0,0,0,1,0,0,3.0,21
25.2,43.0,27.3,458.0,1.0,0,0,0,0,1,0,0,2.0,21
25.1,43.0,27.2,447.0,1.0,0,0,0,0,1,0,0,2.0,22
25.1,44.0,27.4,445.0,1.0,0,0,0,0,1,0,0,3.0,22
25.0,44.0,27.2,431.0,1.0,0,0,0,0,1,0,0,3.0,23
25.0,44.0,27.2,438.0,1.0,0,0,0,0,1,0,0,4.0,23
25.0,44.0,27.2,428.0,1.0,0,0,0,0,0,1,0,3.0,0
24.9,44.0,27.1,427.0,1.0,0,0,0,0,0,1,0,3.0,0
24.9,44.0,27.1,439.0,1.0,0,0,0,0,0,1,0,3.0,1
24.9,44.0,27.1,438.0,1.0,0,0,0,0,0,1,0,3.0,1
24.9,45.0,27.2,434.0,1.0,0,0,0,0,0,1,0,2.0,2
24.9,45.0,27.2,437.0,1.0,0,0,0,0,0,1,0,3.0,2
24.8,46.0,27.3,438.0,1.0,0,0,0,0,0,1,0,4.0,3
24.7,46.0,27.1,439.0,1.0,0,0,0,0,0,1,0,3.0,3
24.7,47.0,27.3,440.0,1.0,0,0,0,0,0,1,0,4.0,4
24.7,47.0,27.3,435.0,1.0,0,0,0,0,0,1,0,3.0,4
24.6,48.0,27.3,445.0,1.0,0,0,0,0,0,1,0,4.0,5
24.6,48.0,27.3,429.0,1.0,0,0,0,0,0,1,0,3.0,5
24.5,48.0,27.2,435.0,1.0,0,0,0,0,0,1,0,3.0,6
24.6,48.0,27.3,435.0,1.0,0,0,0,0,0,1,0,3.0,6
24.5,49.0,27.3,442.0,1.0,0,0,0,0,0,1,0,3.0,7
24.4,49.0,27.2,444.0,1.0,0,0,0,0,0,1,0,3.0,7
24.4,49.0,27.2,430.0,1.0,0,0,0,0,0,1,0,3.0,8
24.3,48.0,26.9,442.0,3.0,0,0,0,0,0,1,0,3.0,8
24.4,48.0,27.0,441.0,10.0,0,0,0,0,0,1,0,4.0,9
24.5,48.0,27.2,436.0,14.0,0,0,0,0,0,1,0,3.0,9
24.5,48.0,27.2,441.0,47.0,0,0,0,0,0,1,0,3.0,10
24.5,48.0,27.2,429.0,58.0,0,0,0,0,0,1,0,3.0,10
24.6,48.0,27.3,451.0,71.0,0,0,0,0,0,1,0,3.0,11
24.7,48.0,27.5,446.0,65.0,0,0,0,0,0,1,0,3.0,11
24.8,48.0,27.6,434.0,23.0,0,0,0,0,0,1,0,3.0,12
24.8,48.0,27.6,428.0,34.0,0,0,0,0,0,1,0,4.0,12
24.9,48.0,27.8,434.0,44.0,0,0,0,0,0,1,0,3.0,13
25.0,47.0,27.7,429.0,29.0,0,0,0,0,0,1,0,3.0,13
25.1,47.0,27.9,435.0,96.0,0,0,0,0,0,1,0,3.0,14
25.2,46.0,27.9,434.0,69.0,0,0,0,0,0,1,0,2.0,14
25.4,46.0,28.2,431.0,26.0,0,0,0,0,0,1,0,3.0,15
25.4,45.0,28.0,446.0,9.0,0,0,0,0,0,1,0,4.0,15
25.4,45.0,28.0,436.0,6.0,0,0,0,0,0,1,0,2.0,16
25.3,45.0,27.8,428.0,2.0,0,0,0,0,0,1,0,3.0,16
25.0,43.0,27.0,434.0,7.0,0,0,0,0,0,1,0,3.0,17
24.8,41.0,26.4,436.0,3.0,0,0,0,0,0,1,0,3.0,17
24.6,39.0,25.7,431.0,2.0,0,0,0,0,0,1,0,4.0,18
24.4,38.0,25.3,419.0,1.0,0,0,0,0,0,1,0,4.0,18
24.4,38.0,25.3,447.0,1.0,0,0,0,0,0,1,0,3.0,19
24.3,39.0,25.3,433.0,1.0,0,0,0,0,0,1,0,4.0,19
24.3,40.0,25.5,429.0,1.0,0,0,0,0,0,1,0,3.0,20
24.2,40.0,25.4,436.0,1.0,0,0,0,0,0,1,0,3.0,20
24.2,41.0,25.5,426.0,1.0,0,0,0,0,0,1,0,4.0,21
24.1,41.0,25.4,437.0,1.0,0,0,0,0,0,1,0,3.0,21
24.1,42.0,25.6,430.0,1.0,0,0,0,0,0,1,0,3.0,22
24.0,42.0,25.4,439.0,1.0,0,0,0,0,0,1,0,4.0,22
24.0,42.0,25.4,438.0,1.0,0,0,0,0,0,1,0,4.0,23
23.9,42.0,25.3,439.0,1.0,0,0,0,0,0,1,0,5.0,23
23.9,42.0,25.3,443.0,1.0,0,0,0,0,0,0,1,3.0,0
23.9,43.0,25.4,443.0,1.0,0,0,0,0,0,0,1,4.0,0
23.8,42.0,25.1,428.0,1.0,0,0,0,0,0,0,1,4.0,1
23.8,42.0,25.1,433.0,1.0,0,0,0,0,0,0,1,4.0,1
23.8,42.0,25.1,443.0,1.0,0,0,0,0,0,0,1,4.0,2
23.7,42.0,25.0,434.0,1.0,0,0,0,0,0,0,1,4.0,2
23.7,41.0,24.8,433.0,1.0,0,0,0,0,0,0,1,4.0,3
23.6,40.0,24.5,439.0,1.0,0,0,0,0,0,0,1,4.0,3
23.6,38.0,24.2,431.0,1.0,0,0,0,0,0,0,1,5.0,4
23.5,38.0,24.0,433.0,1.0,0,0,0,0,0,0,1,3.0,4
23.5,37.0,23.9,436.0,1.0,0,0,0,0,0,0,1,3.0,5
23.4,37.0,23.8,433.0,1.0,0,0,0,0,0,0,1,3.0,5
23.4,36.0,23.6,439.0,1.0,0,0,0,0,0,0,1,2.0,6
23.4,36.0,23.6,435.0,1.0,0,0,0,0,0,0,1,3.0,6
23.4,36.0,23.6,443.0,1.0,0,0,0,0,0,0,1,3.0,7
23.4,36.0,23.6,451.0,1.0,0,0,0,0,0,0,1,3.0,7
23.3,36.0,23.5,442.0,1.0,0,0,0,0,0,0,1,3.0,8
23.3,36.0,23.5,444.0,3.0,0,0,0,0,0,0,1,3.0,8
23.2,35.0,23.2,442.0,10.0,0,0,0,0,0,0,1,3.0,9
23.2,34.0,23.0,436.0,37.0,0,0,0,0,0,0,1,3.0,9
23.3,33.0,23.0,427.0,17.0,0,0,0,0,0,0,1,3.0,10
23.3,33.0,23.0,437.0,112.0,0,0,0,0,0,0,1,3.0,10
23.4,32.0,22.9,436.0,102.0,0,0,0,0,0,0,1,3.0,11
23.4,31.0,22.8,438.0,22.0,0,0,0,0,0,0,1,3.0,11
23.4,31.0,22.8,428.0,16.0,0,0,0,0,0,0,1,4.0,12
23.3,31.0,22.7,423.0,11.0,0,0,0,0,0,0,1,3.0,12
23.4,31.0,22.8,441.0,27.0,0,0,0,0,0,0,1,3.0,13
23.5,32.0,23.1,430.0,76.0,0,0,0,0,0,0,1,2.0,13
23.6,32.0,23.2,426.0,111.0,0,0,0,0,0,0,1,3.0,14
23.7,32.0,23.3,422.0,75.0,0,0,0,0,0,0,1,3.0,14
23.7,33.0,23.5,426.0,9.0,0,0,0,0,0,0,1,2.0,15
23.6,33.0,23.4,429.0,49.0,0,0,0,0,0,0,1,3.0,15
23.5,34.0,23.4,424.0,6.0,0,0,0,0,0,0,1,3.0,16
23.4,34.0,23.3,422.0,31.0,0,0,0,0,0,0,1,2.0,16
23.4,34.0,23.3,425.0,7.0,0,0,0,0,0,0,1,3.0,17
23.4,34.0,23.3,421.0,4.0,0,0,0,0,0,0,1,3.0,17
23.3,33.0,23.0,422.0,3.0,0,0,0,0,0,0,1,3.0,18
23.2,33.0,22.8,436.0,2.0,0,0,0,0,0,0,1,3.0,18
23.1,33.0,22.7,425.0,1.0,0,0,0,0,0,0,1,4.0,19
23.0,33.0,22.6,422.0,1.0,0,0,0,0,0,0,1,3.0,19
22.9,33.0,22.4,422.0,1.0,0,0,0,0,0,0,1,3.0,20
22.8,33.0,22.3,434.0,1.0,0,0,0,0,0,0,1,3.0,20
22.7,33.0,22.2,442.0,1.0,0,0,0,0,0,0,1,2.0,21
22.7,33.0,22.2,431.0,1.0,0,0,0,0,0,0,1,4.0,21
22.6,34.0,22.2,438.0,1.0,0,0,0,0,0,0,1,4.0,22
22.6,34.0,22.2,425.0,1.0,0,0,0,0,0,0,1,3.0,22
22.5,34.0,22.1,433.0,1.0,0,0,0,0,0,0,1,3.0,23
22.5,34.0,22.1,437.0,1.0,0,0,0,0,0,0,1,3.0,23
22.5,34.0,22.1,428.0,1.0,1,0,0,0,0,0,0,4.0,0
22.5,34.0,22.1,438.0,1.0,1,0,0,0,0,0,0,3.0,0
22.4,35.0,22.1,446.0,1.0,1,0,0,0,0,0,0,4.0,1
22.4,35.0,22.1,439.0,1.0,1,0,0,0,0,0,0,4.0,1
22.3,35.0,22.0,433.0,1.0,1,0,0,0,0,0,0,3.0,2
22.3,35.0,22.0,435.0,1.0,1,0,0,0,0,0,0,4.0,2
22.3,35.0,22.0,443.0,1.0,1,0,0,0,0,0,0,3.0,3
22.3,36.0,22.1,423.0,1.0,1,0,0,0,0,0,0,4.0,3
22.3,36.0,22.1,440.0,1.0,1,0,0,0,0,0,0,3.0,4
22.2,37.0,22.1,431.0,1.0,1,0,0,0,0,0,0,4.0,4
22.2,37.0,22.1,453.0,1.0,1,0,0,0,0,0,0,4.0,5
22.2,37.0,22.1,451.0,1.0,1,0,0,0,0,0,0,4.0,5
22.1,37.0,22.0,457.0,1.0,1,0,0,0,0,0,0,4.0,6
22.1,38.0,22.1,461.0,1.0,1,0,0,0,0,0,0,3.0,6
22.1,38.0,22.1,457.0,1.0,1,0,0,0,0,0,0,4.0,7
22.1,39.0,22.3,484.0,2.0,1,0,0,0,0,0,0,3.0,7
22.3,39.0,22.6,528.0,73.0,1,0,0,0,0,0,0,4.0,8
22.4,40.0,22.9,591.0,75.0,1,0,0,0,0,0,0,4.0,8
22.7,40.0,23.3,658.0,81.0,1,0,0,0,0,0,0,3.0,9
23.0,41.0,23.8,756.0,97.0,1,0,0,0,0,0,0,4.0,9
23.2,41.0,24.1,829.0,108.0,1,0,0,0,0,0,0,5.0,10
23.5,41.0,24.5,865.0,115.0,1,0,0,0,0,0,0,3.0,10
23.8,40.0,24.8,876.0,129.0,1,0,0,0,0,0,0,4.0,11
24.0,40.0,25.1,896.0,124.0,1,0,0,0,0,0,0,3.0,11
24.2,40.0,25.4,879.0,128.0,1,0,0,0,0,0,0,3.0,12
24.3,39.0,25.3,834.0,134.0,1,0,0,0,0,0,0,3.0,12
24.3,39.0,25.3,817.0,137.0,1,0,0,0,0,0,0,2.0,13
24.3,38.0,25.2,787.0,133.0,1,0,0,0,0,0,0,3.0,13
24.4,36.0,25.0,647.0,116.0,1,0,0,0,0,0,0,3.0,14
24.5,37.0,25.3,793.0,108.0,1,0,0,0,0,0,0,3.0,14
24.5,37.0,25.3,895.0,96.0,1,0,0,0,0,0,0,3.0,15
24.5,37.0,25.3,926.0,99.0,1,0,0,0,0,0,0,3.0,15
24.7,37.0,25.5,888.0,94.0,1,0,0,0,0,0,0,3.0,16
24.7,37.0,25.5,887.0,98.0,1,0,0,0,0,0,0,3.0,16
24.7,37.0,25.5,849.0,90.0,1,0,0,0,0,0,0,2.0,17
24.7,36.0,25.4,797.0,91.0,1,0,0,0,0,0,0,3.0,17
24.6,36.0,25.2,760.0,86.0,1,0,0,0,0,0,0,3.0,18
24.4,36.0,25.0,666.0,87.0,1,0,0,0,0,0,0,3.0,18
24.1,37.0,24.7,643.0,1.0,1,0,0,0,0,0,0,3.0,19
23.8,37.0,24.3,600.0,1.0,1,0,0,0,0,0,0,3.0,19
23.5,37.0,23.9,561.0,1.0,1,0,0,0,0,0,0,3.0,20
23.3,37.0,23.6,527.0,1.0,1,0,0,0,0,0,0,3.0,20
23.2,38.0,23.6,517.0,1.0,1,0,0,0,0,0,0,4.0,21
23.1,38.0,23.5,483.0,1.0,1,0,0,0,0,0,0,5.0,21
22.9,38.0,23.2,473.0,1.0,1,0,0,0,0,0,0,4.0,22
22.9,38.0,23.2,455.0,1.0,1,0,0,0,0,0,0,4.0,22
22.8,38.0,23.1,468.0,1.0,1,0,0,0,0,0,0,4.0,23
22.7,39.0,23.1,464.0,1.0,1,0,0,0,0,0,0,3.0,23
22.7,39.0,23.1,461.0,1.0,0,1,0,0,0,0,0,4.0,0
22.6,39.0,23.0,458.0,1.0,0,1,0,0,0,0,0,4.0,0
22.5,39.0,22.8,458.0,1.0,0,1,0,0,0,0,0,4.0,1
22.5,39.0,22.8,449.0,1.0,0,1,0,0,0,0,0,4.0,1
22.5,39.0,22.8,455.0,1.0,0,1,0,0,0,0,0,3.0,2
22.5,39.0,22.8,446.0,1.0,0,1,0,0,0,0,0,4.0,2
22.4,39.0,22.7,443.0,1.0,0,1,0,0,0,0,0,4.0,3
22.4,39.0,22.7,440.0,1.0,0,1,0,0,0,0,0,4.0,3
22.3,40.0,22.7,428.0,1.0,0,1,0,0,0,0,0,4.0,4
22.3,40.0,22.7,429.0,1.0,0,1,0,0,0,0,0,4.0,4
22.3,40.0,22.7,446.0,1.0,0,1,0,0,0,0,0,3.0,5
22.2,40.0,22.6,436.0,1.0,0,1,0,0,0,0,0,4.0,5
